question,option0,option1,option2,option3,correctAnswer,level,audio
ඉන්දු - ශ්‍රී ලංකා ගිවිසුම සම්බන්ධයෙන් ඇති වැරදි ප්‍රකාශය කුමක්ද?,එය ඉන්දියාව වෙනුවෙන් රජීව් ගාන්ධි විසින් අත්සන් කරන ලදී,එයට ශ්‍රී ලංකාව වෙනුවෙන් අත්සන් කර ඇත්තේ ජේ.ආර්,එය නවදිල්ලියේ දී අත්සන් කර ඇත,ඒ අනුව තමයි තාවකාලික සභා ක්‍රමය යෝජනා වුණේ,2,7,
ශ්‍රී ජයවර්ධනපුර විශ්වවිද්‍යාලය මුලින් හැඳින්වූයේ කුමක්ද?,විද්‍යෝද්‍යා පිරිවෙන,විද්‍යාලංකාර පිරිවෙන,විද්‍යාරතන පිරිවෙන,සුනේත්‍රා දේවි පිරිවෙන,0,8,
"1818 කැරැල්ලේ දී රජ වූ ""දොරේ සාමි"" ගේ සැබෑ නම කුමක්ද?",කොහුකුඹුරේ රේට් රාල,බූටාවේ රේට් රාල,කිවුලේගෙදර මොහොට්ටාල,විල්බාවේ මුදියන්සේ,3,9,
සීතා මා සිරිය ඉන්නවා - කොහෙදෝ අනේ මේකලා...?,රන්මුසු උයනේ,නන්දන වනයේ,අශෝක වනයේ,මහමෙවුනා උයනේ,2,10,
මේ අතරින් රණසිංහ ප්‍රේමදාස විසින් නොලියූ සිංහල සාහිත්‍ය කෘතිය කුමක්ද?,රන්මිණිමුතු,ගොළු මුහුද,පරවියෝ ඉගිල්ලෙති,නඩේයෝ,3,11,
"ස්කූබි ඩූ සහ ෂැගී කාමරයකට ඇතුළු වන්නේ නම්, දැනටමත් තාරාවන් දෙදෙනෙකු සහ පූස් පැටියෙකු සිටින විට, දැන් එම කාමරය තුළ මුළු කකුල් කීයක් තිබේද?",8,12,14,16,2,1,
"""වළාකුලින් බැස සමන් කුලත් වැඳ එලෝ බලා යනවා - අනේ මගෙන් වැඩ ගනිව් ගනිව් හඬ හඬා ඔහේ යනවා"". කවුද මේක කියන්නේ?",ගංගාවක්,සමනලයෙක්,දේවතාවියක්,දේදුන්නක්,0,2,
"ඝන, ද්‍රව සහ වායුමය යන පදාර්ථ තුනෙහිම දක්නට ලැබෙන පොදු ලක්ෂණය මේ අතරින් කුමක්ද?",ඔවුන් සියල්ලන්ටම නිශ්චිත හැඩයක් ඇත,ඔවුන් සියල්ලන්ටම නිශ්චිත පරිමාවක් ඇත,ඒවා සියල්ලම වායුගෝලයේ අවකාශය අල්ලා ගනී,ඒවා සියල්ලම ගලායාමේ හැකියාව ඇත,2,3,
"ගිලන් රථයක ඉදිරිපස ""ඇම්බියුලන්ස්"" යන වචනය ලියා ඇති ආකාරය පිළිබඳ වැරදි ප්‍රකාශය කුමක්ද?",E ආරම්භයේ දී පෙනෙනු ඇත,A ආරම්භයේදී පෙනෙනු ඇත,E ප්‍රතිලෝමව සහ ප්‍රතිලෝමව ලියා ඇති බව පෙනෙනු ඇත,A ප්‍රතිලෝමව සහ ප්‍රතිලෝමව ලියා ඇති බව පෙනෙනු ඇත,1,4,
මෙහි රත්න ශ්‍රී විජේසිංහ ලියූ හෝ සුනිල් එදිරිසිංහ ගායනා නොකළ පද පේළිය කුමක්ද?,මල බන්දන් සුදු යකඩින් රෝස මල් වනේ,මලගිරව් ගෙ දොරකඩ සිඳු කිවුවානේ,හීනෙනුත් හිතුවේ නෑ මට මොකද කාරනේ,පාර මතකනම් අපහු එන්න මේ දූවේ,3,5,
1931 දී ලංකා රාජ්‍ය මන්ත්‍රණ සභාවේ ප්‍රථම කෘෂිකර්ම අමාත්‍යවරයා කවුද?,ඩී එස් සේනානායක,දොන් බාරොන් ජයතිලක,ටී.බී.පානබොක්කේ,විල්ෆ්‍රඩ් වුඩ්ස්,0,6,
ගී ද මෝපසාන් විසින් ලියන ලද පොත කුමක්ද?,පැරණි මිනිසා සහ මුහුද,මාලය,චෙරි ඕචර්ඩ්,උඩ කබාය,1,7,
උඩරට රාජධානියේ පාලකයන් සම්බන්ධයෙන් පහත සඳහන් ප්‍රකාශයන්හි සාවද්‍ය ප්‍රකාශය කුමක්ද?,සෙංකඩගල සමාරම්භක පාලකයා වූයේ සේනාසම්මත වික්‍රමබාහුය,කරලියැද්දේ බණ්ඩාර පෘතුගීසීන් සමඟ එකතු විය,ජයවීර බණ්ඩාරගේ පුතා I විමලධර්මසූරිය,කායක්කාර වංශයේ පළමු පාලකයා විජය රාජසිංහ ය,2,8,
1893 දී දකුණු අප්‍රිකාවේ පීටර්මරිට්ස්බර්ග් නගරයේ සුදු ජාතිකයින් පමණක් ගමන් කළ දුම්රිය මැදිරියකින් බලහත්කාරයෙන් ඉවත් කළේ කවුද?,මාටින් ලූතර් කිං,මොහාන්දාස් කරම්චන්ද් ගාන්ධි,මැල්කම් එක්ස්,ස්ටීව් බිකෝ,1,9,
පහත කරුණු අතරින් 20 වැනි සියවසේ සිදු නොවූ සිදුවීමක් වන්නේ කුමක්ද?,රයිට් සහෝදරයන්ගේ පළමු ගුවන් ගමන,අයින්ස්ටයින්ගේ සාපේක්ෂතාවාදය පිළිබඳ න්යාය හඳුන්වාදීම,චාල්ස් ඩාවින් පරිණාමවාදය සොයා ගැනීම,ටයිටැනික් නෞකාව ගිල්වීම,2,10,
වික්ටෝරියා වේල්ල ඉදිකිරීම නිසා ජලයෙන් යට වූ නගරය මෙයින් කුමක් ද?,දිගන,මැණික්හින්න,තෙල්දෙණිය,පොල්ගොල්ල,2,11,
වායුගෝලීය ඔක්සිජන් වැඩිම ප්‍රතිශතයක් නිපදවන්නේ,වැසි වනාන්තර මගින්,සාගර ඇල්ගී හා බැක්ටීරියා මගින්,මිරිදිය ජලජ ශාක මගින්,සැවානා තණබිම් මගින්,1,12,
මෙහිදී ලසිත් මාලිංග සම්බන්ධයෙන් වැරදි ප්‍රකාශයක් ලෙස සැලකෙන්නේ කුමක්ද?,ඔහු ජාත්‍යන්තර ක්‍රිකට් පිටියේ ද්විත්ව කඩුලු ත්‍රිත්ව 2ක් ලබාගෙන ඇත,ඔහු ජාත්‍යන්තර T20 තරඟවල වැඩිම කඩුලු ලාභියා වේ,ඔහු 2014 T20 ලෝක කුසලානය දිනූ ශ්‍රී ලංකා කණ්ඩායමේ නායකයා විය,එක්දින පිටියේ කඩුලු ත්‍රිත්ව 4ක් ලබාගත් පළමු ක්‍රීඩකයා ඔහුයි,3,13,
පහත සඳහන් ඉන්දියානු ප්‍රාන්තවලින් දිගම වෙරළ තීරය ඇත්තේ කුමන ප්‍රාන්තයේද?,තෙලඟන,රාජස්ථාන්,තමිල්නාඩුව,ගුජරාට්,3,13,
මෙම දිශාවන් අතරින් සම්මත සිතියමක මුහුණෙහි සැමවිටම දැකිය හැකි දිශාව කුමක්ද?,උතුරු,දකුණු,නැගෙනහිර,ඊසානදිග,0,1,
